Date and Time,Rocket,Flight Number,Launch Country,Launch Site,LSP,Payload,Operator,Orbit,Function,Decay,Outcome,Remarks
26 September14:27,Kosmos-3M,,Russia,Plesetsk Site 132/1,VKS,Nadezhda-M,VKS,Low Earth,Navigation,In orbit,Operational
7 October10:46,Space Shuttle Atlantis,,United States,Kennedy LC-39B,United Space Alliance,"STS-112
S1 Truss
CETA","NASA
NASA
NASA","Low Earth (ISS)
Low Earth (ISS)
Low Earth (ISS)","ISS assembly
ISS component
ISS component","18 October
In orbit
In orbit","Successful
Operational
Operational","
Crewed orbital flight with 6 astronauts
"
15 October18:20,Soyuz-U,,Russia,Plesetsk Site 43/3,,Foton-M1,ESA,Intended: Low Earth,Microgravity experiments,T+29 seconds,Launch failure,"
LRB exploded
"
17 October04:41,Proton-K/17S40,,Kazakhstan,Baikonur Site 81/23,,INTEGRAL,ESA,High Earth (High eccentricity),Astrophysics,In orbit,Operational,"
Final flight of 17S40 upper stage
"
27 October03:17,Long March 4B,,China,Taiyuan,,Zi Yau 2,CAST,Low Earth,Reconnaissance,In orbit,Operational
30 October03:11,Soyuz-FG,,Kazakhstan,Baikonur Site 1/5,Roskosmos,Soyuz TMA-1,Roskosmos,Low Earth (ISS),ISS escape craft,4 May 2003,Successful,"
Crewed orbital flight with 3 cosmonautsMaiden flight of Soyuz-TMA spacecraft
"
20 November22:39,"Delta IV-M+ (4,2) (9240)",,United States,Cape Canaveral SLC-37B,Boeing IDS,Eutelsat W5,Eutelsat,Geosynchronous,Communications,In orbit,Operational,"
Maiden flight of Delta IV
"
24 November00:49,Space Shuttle Endeavour,,United States,Kennedy LC-39A,United Space Alliance,"STS-113
P1 Truss
MEPSI","NASA
NASA
NASA","Low Earth (ISS)
Low Earth (ISS)
Low Earth","ISS assembly
ISS component
Technology demonstration","7 December
In orbit
31 January 2003","Successful
Operational
Successful","
Crewed orbital flight with 7 astronautsISS crew exchange (launched Expedition 6)MEPSI is 2 picosatellites connected by a 15 meter tether
"
25 November23:04,Proton-K/DM-2M,,Kazakhstan,Baikonur Site 81/23,International Launch Services,Astra 1K,SES Astra,Intended: GeosynchronousAttained: Low Earth,Communications,10 December,Launch failure,"
Upper stage malfunction resulted in satellite being placed into an unusable parking orbit. Intentionally de-orbited.
"
28 November06:07,Kosmos-3M,,Russia,Plesetsk Site 132/1,VKS,"AlSat-1
Mozhayets-3
Rubin-3-DSI","CNTS
Mozhaisky
OHB System","Low Earth
Low Earth
Low Earth","Disaster monitoring
Technology demonstration
Measure carrier rocket performance","In orbit
In orbit
In orbit","Operational
Operational
Successful","
AlSat was first Algerian satellite, Rubin intentionally remained attached to upper stage
"
5 December02:42,Atlas IIA,,United States,Cape Canaveral SLC-36A,International Launch Services,TDRS-10 (TDRS-J),NASA,Geosynchronous,Communications,In orbit,Operational,"
Final flight of Atlas IIA
"
11 December22:22,Ariane 5ECA,,France,Kourou ELA-3,Arianespace,"Hot Bird 7
Stentor","Eutelsat
Eutelsat","Intended: Geosynchronous
Intended: Geosynchronous","Communications
Communications","
Engine failure leading to loss of control, self-destruct activatedMaiden flight of Ariane 5ECA
"
14 December23:04,H-IIA 202,,Japan,Tanegashima LA-Y1,,"Adeos 2
Mu-Labsat
RITE
RITE
FedSat
WEOS (Kanta-Kun)","NASDA
NASDA
NASDA
NASDA
Centre for Satellite Systems
Chiba Institute of Technology","Low Earth
Low Earth
Low Earth
Low Earth
Low Earth
Low Earth","Environmental research
Technology development
Technology development
Technology development
Communications
Landsat","In orbit
In orbit
In orbit
In orbit
In orbit
In orbit","Operational
Operational
Operational
Operational
Operational
Operational","
RITE deployed by Mu-Labsat on 14 March 2003 at 01:40 and 01:50 UTC
"
17 December23:04,Ariane 4 44L,,France,Kourou ELA-2,Arianespace,NSS-6,SES New Skies,Geosynchronous,Communications,In orbit,Operational
20 December17:00,Dnepr,,Kazakhstan,Baikonur Site 109/95,ISC Kosmotras,"LatinSat 1
LatinSat 2
SaudiSat 1S
UniSat 2
Rubin 2","Aprize
Aprize
RSRI
University of Rome La Sapienza
OHB System","Low Earth
Low Earth
Low Earth
Low Earth
Low Earth","Communications
Communications
Communications
Technology development
Communications","In orbit
In orbit
In orbit
In orbit
In orbit","Operational
Operational
Operational
Operational
Operational"
24 December12:20,Molniya-M,,Russia,Plesetsk Site 16/2,VKS,Kosmos 2393,VKS,Molniya,Missile early warning,22 December 2013,Successful
25 December10:37,Proton-K/DM-2,,Kazakhstan,Baikonur Site 81/23,VKS,"Kosmos 2394 (GLONASS)
Kosmos 2395 (GLONASS)
Kosmos 2396 (GLONASS)","KNITs
KNITs
KNITs","Medium Earth
Medium Earth
Medium Earth","Navigation
Navigation
Navigation","In orbit
In orbit
In orbit","Operational
Operational
Operational"
29 December16:40,Long March 2F,,China,Jiuquan,,"Shenzhou 4
Shenzhou spacecraft orbital module","CASC
CASC","Low Earth
Low Earth","Test spacecraft
Test spacecraft","5 January 200311:16
9 September 2003","Successful
Successful"
29 December23:16,Proton-M/Briz-M,,Kazakhstan,Baikonur Site 81/24,International Launch Services,Nimiq 2,Telesat,Geosynchronous,Communications,In orbit,Operational
